vente_id,produit_id,client_id,date_vente,quantite,canal_vente,ville_magasin,prix_total
V03113,P015,C0289,2024-04-19,3,Magasin physique,Marrakech,3738
V03114,P002,C0966,2024-08-02,3,Magasin physique,Marrakech,4248
V03115,P013,C0688,2024-03-03,2,En ligne,Marrakech,2116
V03116,P012,C0569,2024-05-10,1,En ligne,Meknès,506
V03117,P016,C0946,2024-06-29,2,En ligne,Marrakech,1928
V03118,P019,C0955,2024-03-21,3,En ligne,Agadir,3966
V03119,P001,C0960,2024-09-18,2,Magasin physique,Rabat,1726
V03120,P007,C0208,2024-06-28,1,Magasin physique,Fès,989
V03121,P003,C0978,2023-07-02,1,Magasin physique,Tanger,491
V03122,P006,C0354,2023-06-14,1,Magasin physique,Rabat,1165
V03123,P015,C0950,2023-01-23,3,En ligne,Meknès,3738
V03124,P001,C0870,2023-01-07,1,En ligne,Rabat,863
V03125,P003,C0168,2023-10-27,3,En ligne,Oujda,1473
V03126,P004,C0769,2024-02-19,1,Magasin physique,Fès,707
V03127,P017,C0326,2024-08-19,3,En ligne,Meknès,1095
V03128,P016,C0588,2024-09-19,3,Magasin physique,Oujda,2892
V03129,P004,C0224,2023-02-03,1,Magasin physique,Rabat,707
V03130,P018,C0315,2023-03-09,2,Magasin physique,Casablanca,1464
V03131,P006,C0331,2023-10-06,3,En ligne,Marrakech,3495
V03132,P013,C0523,2023-09-05,2,En ligne,Rabat,2116
V03133,P014,C0292,2024-09-13,2,En ligne,Fès,892
V03134,P015,C0699,2023-09-20,1,Magasin physique,Rabat,1246
V03135,P013,C0548,2023-05-15,2,En ligne,Marrakech,2116
V03136,P015,C0810,2023-05-07,3,Magasin physique,Marrakech,3738
V03137,P006,C0015,2024-09-22,1,En ligne,Rabat,1165
V03138,P016,C0550,2023-05-02,3,En ligne,Rabat,2892
V03139,P007,C0532,2023-02-07,2,Magasin physique,Marrakech,1978
V03140,P019,C0349,2023-12-13,3,Magasin physique,Meknès,3966
V03141,P008,C0888,2024-03-12,2,En ligne,Fès,2008
V03142,P004,C0182,2024-10-08,3,Magasin physique,Oujda,2121
V03143,P001,C0235,2024-08-25,2,Magasin physique,Casablanca,1726
V03144,P016,C0603,2024-07-03,3,Magasin physique,Oujda,2892
V03145,P004,C0490,2023-10-04,2,En ligne,Oujda,1414
V03146,P016,C0922,2024-09-07,1,Magasin physique,Marrakech,964
V03147,P001,C0783,2024-07-02,2,En ligne,Oujda,1726
V03148,P018,C0087,2023-04-17,1,En ligne,Marrakech,732
V03149,P008,C0358,2023-05-10,3,Magasin physique,Marrakech,3012
V03150,P003,C0696,2023-04-03,2,Magasin physique,Casablanca,982
V03151,P011,C0459,2023-05-16,3,En ligne,Agadir,2298
V03152,P013,C0154,2023-03-28,3,En ligne,Marrakech,3174
V03153,P003,C0143,2023-09-01,3,Magasin physique,Oujda,1473
V03154,P015,C0978,2024-02-15,3,En ligne,Agadir,3738
V03155,P008,C0639,2024-10-30,2,Magasin physique,Casablanca,2008
V03156,P006,C0914,2023-11-06,1,En ligne,Tanger,1165
V03157,P002,C0709,2024-09-24,3,En ligne,Oujda,4248
V03158,P020,C0709,2023-03-09,3,Magasin physique,Agadir,1755
V03159,P005,C0904,2024-05-01,2,Magasin physique,Rabat,2438
V03160,P003,C0356,2023-05-18,2,Magasin physique,Meknès,982
V03161,P002,C0671,2023-11-26,3,Magasin physique,Rabat,4248
V03162,P012,C0241,2024-06-09,1,Magasin physique,Meknès,506
V03163,P013,C0201,2023-10-21,2,En ligne,Casablanca,2116
V03164,P020,C0282,2023-11-26,2,Magasin physique,Rabat,1170
V03165,P020,C0737,2023-04-28,1,Magasin physique,Meknès,585
V03166,P020,C0505,2024-05-17,3,Magasin physique,Marrakech,1755
V03167,P020,C0938,2023-11-29,3,Magasin physique,Meknès,1755
V03168,P005,C0328,2024-02-19,1,En ligne,Meknès,1219
V03169,P002,C0545,2024-07-12,3,Magasin physique,Casablanca,4248
V03170,P013,C0191,2023-09-20,3,En ligne,Tanger,3174
V03171,P002,C0276,2023-12-18,3,En ligne,Tanger,4248
V03172,P013,C0746,2024-02-07,2,Magasin physique,Meknès,2116
V03173,P019,C0032,2024-08-29,1,En ligne,Marrakech,1322
V03174,P009,C0181,2023-09-21,3,Magasin physique,Tanger,1665
V03175,P009,C0187,2024-11-13,2,Magasin physique,Meknès,1110
V03176,P019,C0201,2024-12-22,2,En ligne,Tanger,2644
V03177,P020,C0191,2024-03-04,2,En ligne,Marrakech,1170
V03178,P018,C0590,2024-03-08,3,Magasin physique,Oujda,2196
V03179,P008,C0560,2023-10-07,1,En ligne,Tanger,1004
V03180,P013,C0267,2023-07-28,1,En ligne,Tanger,1058
V03181,P006,C0780,2024-03-09,3,Magasin physique,Meknès,3495
V03182,P006,C0399,2023-07-09,2,En ligne,Marrakech,2330
V03183,P013,C0227,2024-05-17,3,En ligne,Tanger,3174
V03184,P017,C0801,2023-07-30,3,Magasin physique,Rabat,1095
V03185,P008,C0109,2024-08-30,3,Magasin physique,Tanger,3012
V03186,P012,C0975,2024-07-02,1,Magasin physique,Agadir,506
V03187,P013,C0333,2023-03-02,3,En ligne,Tanger,3174
V03188,P016,C0295,2023-11-10,3,Magasin physique,Fès,2892
V03189,P001,C0314,2024-09-21,1,En ligne,Rabat,863
V03190,P004,C0614,2024-04-11,2,Magasin physique,Marrakech,1414
V03191,P002,C0535,2024-12-15,1,Magasin physique,Fès,1416
V03192,P009,C0089,2024-02-03,1,Magasin physique,Fès,555
V03193,P013,C0091,2024-08-07,2,Magasin physique,Agadir,2116
V03194,P015,C0335,2024-12-21,1,Magasin physique,Fès,1246
V03195,P004,C0747,2023-06-05,1,En ligne,Tanger,707
V03196,P020,C0838,2024-07-14,1,Magasin physique,Meknès,585
V03197,P017,C0244,2024-12-06,1,Magasin physique,Meknès,365
V03198,P011,C0017,2024-06-29,1,Magasin physique,Marrakech,766
V03199,P004,C0974,2023-11-19,2,En ligne,Casablanca,1414
V03200,P012,C0468,2023-04-01,1,Magasin physique,Rabat,506
V03201,P019,C0485,2024-02-19,3,En ligne,Marrakech,3966
V03202,P016,C0279,2023-05-09,1,Magasin physique,Marrakech,964
V03203,P008,C0540,2024-04-07,3,Magasin physique,Oujda,3012
V03204,P006,C0958,2024-09-23,1,Magasin physique,Oujda,1165
V03205,P014,C0979,2024-12-07,1,Magasin physique,Oujda,446
V03206,P015,C0453,2023-09-29,3,Magasin physique,Agadir,3738
V03207,P006,C0505,2024-03-10,1,Magasin physique,Tanger,1165
V03208,P009,C0648,2024-07-25,3,Magasin physique,Oujda,1665
V03209,P012,C0807,2023-11-29,2,Magasin physique,Marrakech,1012
V03210,P017,C0312,2024-06-11,1,En ligne,Rabat,365
V03211,P014,C0027,2023-01-07,2,En ligne,Casablanca,892
V03212,P002,C0160,2023-04-16,1,Magasin physique,Tanger,1416
V03213,P008,C0663,2023-06-08,3,En ligne,Rabat,3012
V03214,P008,C0659,2023-11-28,1,En ligne,Tanger,1004
V03215,P011,C0214,2023-04-16,1,En ligne,Tanger,766
V03216,P011,C0035,2024-12-22,2,En ligne,Oujda,1532
V03217,P018,C0187,2023-08-24,3,En ligne,Agadir,2196
V03218,P010,C0872,2024-03-10,2,Magasin physique,Oujda,2080
V03219,P019,C0734,2023-09-23,3,Magasin physique,Marrakech,3966
V03220,P016,C0960,2024-03-05,3,En ligne,Oujda,2892
V03221,P015,C0808,2023-11-07,3,Magasin physique,Agadir,3738
V03222,P014,C0765,2023-06-20,1,En ligne,Marrakech,446
V03223,P012,C0757,2023-07-18,3,En ligne,Tanger,1518
V03224,P010,C0973,2024-04-18,1,En ligne,Fès,1040
V03225,P006,C0557,2024-09-26,3,En ligne,Marrakech,3495
V03226,P007,C0130,2023-10-29,1,En ligne,Marrakech,989
V03227,P001,C0313,2024-07-19,3,En ligne,Casablanca,2589
V03228,P013,C0009,2024-06-14,3,En ligne,Fès,3174
V03229,P014,C0502,2024-11-15,2,En ligne,Fès,892
V03230,P018,C0354,2024-12-07,2,En ligne,Marrakech,1464
V03231,P016,C0532,2023-07-07,2,En ligne,Meknès,1928
V03232,P006,C0922,2024-01-31,1,Magasin physique,Meknès,1165
V03233,P015,C0267,2023-04-24,2,Magasin physique,Agadir,2492
V03234,P016,C0389,2024-12-17,1,En ligne,Casablanca,964
V03235,P011,C0634,2024-02-19,1,En ligne,Meknès,766
V03236,P013,C0568,2023-07-18,3,En ligne,Rabat,3174
V03237,P013,C0563,2024-02-25,1,En ligne,Meknès,1058
V03238,P004,C0481,2024-02-10,3,En ligne,Rabat,2121
V03239,P015,C0221,2024-08-31,3,En ligne,Meknès,3738
V03240,P007,C0672,2024-03-24,3,En ligne,Casablanca,2967
V03241,P011,C0177,2023-02-04,1,En ligne,Fès,766
V03242,P014,C0979,2023-10-07,1,En ligne,Oujda,446
V03243,P011,C0875,2023-05-01,3,En ligne,Agadir,2298
V03244,P008,C0564,2023-11-02,3,En ligne,Fès,3012
V03245,P006,C0669,2023-11-16,2,Magasin physique,Fès,2330
V03246,P019,C0209,2023-02-20,3,Magasin physique,Agadir,3966
V03247,P009,C0126,2023-01-06,2,Magasin physique,Meknès,1110
V03248,P016,C0166,2024-05-07,1,Magasin physique,Agadir,964
V03249,P008,C0585,2023-01-25,1,Magasin physique,Agadir,1004
V03250,P009,C0831,2024-02-17,3,Magasin physique,Rabat,1665
V03251,P006,C0619,2023-06-03,2,Magasin physique,Casablanca,2330
V03252,P006,C0179,2024-06-15,3,Magasin physique,Rabat,3495
V03253,P006,C0340,2023-02-27,1,En ligne,Meknès,1165
V03254,P017,C0737,2023-11-21,2,En ligne,Fès,730
V03255,P016,C0917,2023-05-09,3,Magasin physique,Marrakech,2892
V03256,P019,C0969,2024-02-03,3,En ligne,Marrakech,3966
V03257,P005,C0832,2023-02-02,1,En ligne,Marrakech,1219
V03258,P012,C0747,2024-11-26,2,En ligne,Fès,1012
V03259,P006,C0905,2024-01-21,1,En ligne,Agadir,1165
V03260,P018,C0622,2023-10-06,2,Magasin physique,Meknès,1464
V03261,P012,C0216,2024-06-14,3,Magasin physique,Tanger,1518
V03262,P006,C0653,2023-05-11,1,Magasin physique,Casablanca,1165
V03263,P002,C0018,2023-11-19,1,Magasin physique,Agadir,1416
V03264,P008,C0661,2024-12-15,2,En ligne,Tanger,2008
V03265,P004,C0069,2024-01-16,2,Magasin physique,Marrakech,1414
V03266,P007,C0585,2023-08-12,3,En ligne,Casablanca,2967
V03267,P005,C0592,2024-10-09,3,En ligne,Tanger,3657
V03268,P001,C0311,2024-12-03,1,En ligne,Meknès,863
V03269,P009,C0889,2023-09-26,3,En ligne,Casablanca,1665
V03270,P020,C0934,2024-10-01,1,En ligne,Oujda,585
V03271,P016,C0216,2023-10-04,1,Magasin physique,Rabat,964
V03272,P020,C0149,2024-10-18,1,Magasin physique,Casablanca,585
V03273,P005,C0156,2023-12-06,3,En ligne,Fès,3657
V03274,P006,C0888,2024-01-22,1,Magasin physique,Oujda,1165
V03275,P015,C0143,2024-11-20,3,En ligne,Rabat,3738
V03276,P020,C0690,2023-06-16,3,En ligne,Rabat,1755
V03277,P004,C0413,2024-01-11,2,En ligne,Marrakech,1414
V03278,P006,C0124,2023-03-01,1,En ligne,Meknès,1165
V03279,P005,C0352,2023-10-28,3,Magasin physique,Fès,3657
V03280,P007,C0765,2023-08-08,3,En ligne,Casablanca,2967
V03281,P010,C0198,2023-08-30,3,Magasin physique,Oujda,3120
V03282,P011,C0550,2023-01-03,1,En ligne,Marrakech,766
V03283,P015,C0898,2024-10-04,3,Magasin physique,Rabat,3738
V03284,P005,C0181,2023-04-05,2,En ligne,Rabat,2438
V03285,P010,C0809,2023-04-18,1,Magasin physique,Marrakech,1040
V03286,P011,C0591,2024-06-12,1,Magasin physique,Marrakech,766
V03287,P005,C0294,2024-11-10,3,Magasin physique,Marrakech,3657
V03288,P001,C0199,2024-12-20,3,Magasin physique,Tanger,2589
V03289,P013,C0830,2023-09-28,1,En ligne,Fès,1058
V03290,P019,C0354,2023-04-14,3,En ligne,Meknès,3966
V03291,P001,C0235,2023-11-10,1,Magasin physique,Rabat,863
V03292,P005,C0196,2023-12-20,2,Magasin physique,Tanger,2438
V03293,P018,C0553,2023-07-31,2,Magasin physique,Oujda,1464
V03294,P010,C0218,2023-07-24,1,En ligne,Agadir,1040
V03295,P003,C0798,2024-09-01,3,En ligne,Casablanca,1473
V03296,P005,C0953,2024-12-02,2,En ligne,Oujda,2438
V03297,P004,C0629,2024-11-14,2,En ligne,Meknès,1414
V03298,P008,C0507,2024-12-05,3,Magasin physique,Casablanca,3012
V03299,P006,C0635,2024-03-05,3,En ligne,Meknès,3495
V03300,P003,C0437,2023-12-31,2,En ligne,Oujda,982
V03301,P008,C0130,2024-08-28,1,Magasin physique,Rabat,1004
V03302,P011,C0268,2023-02-25,2,En ligne,Casablanca,1532
V03303,P008,C0728,2023-06-24,3,Magasin physique,Casablanca,3012
V03304,P008,C0128,2024-02-05,1,En ligne,Tanger,1004
V03305,P013,C0578,2024-01-02,2,Magasin physique,Tanger,2116
V03306,P014,C0638,2024-03-03,2,En ligne,Tanger,892
V03307,P015,C0694,2023-01-30,3,Magasin physique,Tanger,3738
V03308,P010,C0864,2024-04-21,2,En ligne,Fès,2080
V03309,P009,C0862,2023-05-21,2,En ligne,Marrakech,1110
V03310,P009,C0445,2023-09-30,2,En ligne,Rabat,1110
V03311,P002,C0061,2024-08-06,3,En ligne,Rabat,4248
V03312,P002,C0028,2024-05-22,1,Magasin physique,Fès,1416
V03313,P004,C0409,2023-01-28,2,Magasin physique,Rabat,1414
V03314,P016,C0434,2023-09-11,1,En ligne,Casablanca,964
V03315,P017,C0832,2023-11-21,1,Magasin physique,Meknès,365
V03316,P004,C0607,2024-06-01,1,En ligne,Rabat,707
V03317,P011,C0063,2024-02-24,3,Magasin physique,Rabat,2298
V03318,P007,C0044,2024-06-09,3,Magasin physique,Meknès,2967
V03319,P004,C0056,2024-03-07,1,Magasin physique,Fès,707
V03320,P011,C0993,2024-06-04,1,En ligne,Agadir,766
V03321,P012,C0977,2023-10-15,3,Magasin physique,Meknès,1518
V03322,P010,C0821,2024-11-04,1,Magasin physique,Marrakech,1040
V03323,P004,C0202,2023-03-07,3,En ligne,Casablanca,2121
V03324,P019,C0187,2023-06-05,2,Magasin physique,Tanger,2644
V03325,P015,C0721,2024-09-25,2,Magasin physique,Agadir,2492
V03326,P016,C0210,2024-04-21,1,En ligne,Casablanca,964
V03327,P011,C0688,2024-01-21,1,En ligne,Oujda,766
V03328,P006,C0945,2023-12-04,2,Magasin physique,Oujda,2330
V03329,P013,C0843,2024-01-18,2,En ligne,Rabat,2116
V03330,P012,C0066,2023-01-21,3,En ligne,Marrakech,1518
V03331,P016,C0033,2023-07-03,1,En ligne,Agadir,964
V03332,P013,C0436,2023-04-30,2,En ligne,Agadir,2116
V03333,P011,C0604,2023-02-22,3,En ligne,Rabat,2298
V03334,P004,C0458,2023-03-29,1,Magasin physique,Meknès,707
V03335,P004,C0039,2024-05-07,2,En ligne,Agadir,1414
V03336,P019,C0557,2024-10-10,1,En ligne,Agadir,1322
V03337,P019,C0323,2023-05-24,1,En ligne,Rabat,1322
V03338,P011,C0044,2023-11-17,1,Magasin physique,Casablanca,766
V03339,P019,C0663,2023-04-01,2,Magasin physique,Oujda,2644
V03340,P020,C0505,2024-05-19,3,En ligne,Rabat,1755
V03341,P007,C0605,2024-03-14,2,Magasin physique,Rabat,1978
V03342,P014,C0618,2023-05-28,2,Magasin physique,Rabat,892
V03343,P014,C0979,2024-09-25,2,En ligne,Marrakech,892
V03344,P007,C0294,2024-07-28,2,En ligne,Meknès,1978
V03345,P016,C0273,2023-08-22,3,En ligne,Fès,2892
V03346,P006,C0448,2024-02-10,2,En ligne,Fès,2330
V03347,P017,C0606,2023-02-27,3,Magasin physique,Rabat,1095
V03348,P020,C0827,2024-12-21,2,En ligne,Rabat,1170
V03349,P009,C0905,2023-11-29,1,Magasin physique,Marrakech,555
V03350,P001,C0479,2023-01-26,1,En ligne,Meknès,863
V03351,P018,C0109,2023-05-30,1,En ligne,Oujda,732
V03352,P002,C0677,2024-04-15,1,En ligne,Agadir,1416
V03353,P004,C0967,2024-12-06,3,En ligne,Fès,2121
V03354,P012,C0719,2024-06-03,3,Magasin physique,Marrakech,1518
V03355,P004,C1000,2024-01-20,1,Magasin physique,Casablanca,707
V03356,P018,C0641,2023-09-30,3,Magasin physique,Casablanca,2196
V03357,P003,C0951,2024-01-28,3,Magasin physique,Agadir,1473
V03358,P010,C0142,2024-12-01,3,En ligne,Rabat,3120
V03359,P015,C0535,2023-09-06,2,En ligne,Meknès,2492
V03360,P017,C0449,2024-07-08,2,En ligne,Marrakech,730
V03361,P002,C0266,2023-04-30,1,En ligne,Oujda,1416
V03362,P016,C0485,2024-01-02,2,En ligne,Marrakech,1928
V03363,P007,C0577,2024-01-17,2,En ligne,Agadir,1978
V03364,P020,C0094,2024-11-14,2,En ligne,Marrakech,1170
V03365,P017,C0691,2024-11-08,2,Magasin physique,Marrakech,730
V03366,P020,C0434,2024-11-18,3,En ligne,Meknès,1755
V03367,P013,C0966,2023-10-29,3,Magasin physique,Casablanca,3174
V03368,P009,C0603,2023-10-29,1,Magasin physique,Fès,555
V03369,P004,C0927,2024-07-24,2,En ligne,Oujda,1414
V03370,P004,C0438,2024-04-02,2,En ligne,Meknès,1414
V03371,P018,C0255,2023-08-23,3,En ligne,Meknès,2196
V03372,P010,C0916,2024-10-07,3,En ligne,Tanger,3120
V03373,P013,C0110,2024-10-25,2,Magasin physique,Oujda,2116
V03374,P006,C0656,2024-12-25,2,En ligne,Oujda,2330
V03375,P010,C0386,2024-03-11,3,Magasin physique,Fès,3120
V03376,P009,C0440,2024-08-20,3,En ligne,Agadir,1665
V03377,P015,C0320,2023-05-09,3,En ligne,Rabat,3738
V03378,P015,C0157,2024-10-25,1,Magasin physique,Rabat,1246
V03379,P013,C0164,2023-06-26,1,Magasin physique,Fès,1058
V03380,P014,C0556,2024-02-17,2,En ligne,Casablanca,892
V03381,P017,C0984,2023-12-08,3,En ligne,Agadir,1095
V03382,P018,C0546,2024-09-28,2,En ligne,Casablanca,1464
V03383,P014,C0265,2024-11-21,1,Magasin physique,Meknès,446
V03384,P005,C0456,2024-11-01,3,En ligne,Oujda,3657
V03385,P001,C0854,2023-11-04,3,En ligne,Rabat,2589
V03386,P010,C0220,2023-04-15,1,En ligne,Fès,1040
V03387,P012,C0774,2024-10-18,3,En ligne,Fès,1518
V03388,P014,C0239,2024-06-20,1,En ligne,Meknès,446
V03389,P014,C0350,2023-02-24,1,En ligne,Fès,446
V03390,P002,C0329,2024-06-30,2,En ligne,Oujda,2832
V03391,P011,C0023,2024-08-12,3,En ligne,Tanger,2298
V03392,P009,C0508,2023-02-13,2,En ligne,Agadir,1110
V03393,P004,C0100,2023-06-06,3,Magasin physique,Tanger,2121
V03394,P002,C0714,2023-09-15,1,Magasin physique,Agadir,1416
V03395,P001,C0427,2023-09-25,3,Magasin physique,Rabat,2589
V03396,P016,C0496,2023-10-11,3,En ligne,Marrakech,2892
V03397,P009,C0552,2023-03-13,3,En ligne,Casablanca,1665
V03398,P013,C0854,2023-05-13,2,En ligne,Rabat,2116
V03399,P009,C0454,2024-06-23,1,Magasin physique,Oujda,555
V03400,P017,C0807,2023-07-11,1,En ligne,Tanger,365
V03401,P020,C0942,2024-04-13,1,Magasin physique,Oujda,585
V03402,P009,C0433,2023-03-22,3,En ligne,Oujda,1665
V03403,P020,C0451,2024-05-20,3,Magasin physique,Oujda,1755
V03404,P019,C0706,2024-12-20,2,En ligne,Tanger,2644
V03405,P011,C0268,2023-01-12,3,Magasin physique,Casablanca,2298
V03406,P004,C0629,2024-06-07,1,En ligne,Marrakech,707
V03407,P002,C0800,2023-06-08,3,Magasin physique,Tanger,4248
V03408,P008,C0952,2024-05-24,3,Magasin physique,Casablanca,3012
V03409,P012,C0073,2023-01-03,1,Magasin physique,Rabat,506
V03410,P014,C0746,2024-12-10,3,En ligne,Fès,1338
V03411,P020,C0771,2023-06-13,3,Magasin physique,Fès,1755
V03412,P014,C0255,2023-08-13,2,Magasin physique,Marrakech,892
V03413,P004,C0594,2023-10-01,3,Magasin physique,Tanger,2121
V03414,P012,C0058,2023-11-16,3,Magasin physique,Meknès,1518
V03415,P001,C0026,2023-12-15,1,Magasin physique,Marrakech,863
V03416,P010,C0995,2024-02-02,3,Magasin physique,Marrakech,3120
V03417,P002,C0943,2024-12-13,2,Magasin physique,Oujda,2832
V03418,P009,C0883,2024-07-08,3,Magasin physique,Oujda,1665
V03419,P016,C0052,2024-01-10,2,Magasin physique,Oujda,1928
V03420,P009,C0015,2023-12-30,1,Magasin physique,Tanger,555
V03421,P014,C0502,2024-08-31,2,Magasin physique,Tanger,892
V03422,P018,C0585,2024-04-30,1,Magasin physique,Agadir,732
V03423,P011,C0197,2024-09-14,1,En ligne,Oujda,766
V03424,P005,C0878,2024-06-10,1,Magasin physique,Agadir,1219
V03425,P013,C0803,2024-04-09,2,En ligne,Marrakech,2116
V03426,P014,C0718,2023-07-18,2,Magasin physique,Casablanca,892
V03427,P004,C0648,2024-05-31,2,Magasin physique,Tanger,1414
V03428,P008,C0010,2023-01-30,1,Magasin physique,Marrakech,1004
V03429,P006,C0180,2024-11-01,1,En ligne,Agadir,1165
V03430,P006,C0439,2023-12-14,2,Magasin physique,Meknès,2330
V03431,P010,C0138,2023-06-24,2,Magasin physique,Rabat,2080
V03432,P013,C0107,2023-07-07,1,En ligne,Marrakech,1058
V03433,P009,C0103,2023-04-30,3,En ligne,Tanger,1665
V03434,P017,C0547,2024-06-21,2,Magasin physique,Casablanca,730
V03435,P001,C0016,2023-10-28,3,En ligne,Meknès,2589
V03436,P019,C0406,2024-11-22,3,Magasin physique,Meknès,3966
V03437,P018,C0201,2023-09-30,1,En ligne,Marrakech,732
V03438,P019,C0904,2024-01-22,3,Magasin physique,Meknès,3966
V03439,P001,C0457,2023-05-01,2,En ligne,Oujda,1726
V03440,P009,C0654,2023-07-09,1,Magasin physique,Rabat,555
V03441,P005,C0114,2024-10-23,3,En ligne,Casablanca,3657
V03442,P007,C0258,2024-08-05,3,En ligne,Meknès,2967
V03443,P011,C0441,2023-07-19,1,Magasin physique,Oujda,766
V03444,P018,C0473,2024-08-03,1,Magasin physique,Marrakech,732
V03445,P012,C0971,2024-06-01,2,En ligne,Agadir,1012
V03446,P005,C0688,2023-08-26,1,En ligne,Tanger,1219
V03447,P009,C0817,2023-06-26,2,Magasin physique,Casablanca,1110
V03448,P002,C0968,2024-08-28,3,Magasin physique,Agadir,4248
V03449,P010,C0377,2023-01-15,3,Magasin physique,Meknès,3120
V03450,P011,C0150,2024-02-18,3,En ligne,Rabat,2298
V03451,P004,C0968,2024-02-21,1,En ligne,Marrakech,707
V03452,P015,C0789,2024-06-22,2,Magasin physique,Rabat,2492
V03453,P015,C0923,2023-05-03,2,Magasin physique,Fès,2492
V03454,P008,C0301,2024-10-05,3,En ligne,Meknès,3012
V03455,P006,C0197,2024-06-01,1,Magasin physique,Marrakech,1165
V03456,P003,C0363,2023-01-08,2,En ligne,Casablanca,982
V03457,P003,C0803,2023-02-11,3,Magasin physique,Fès,1473
V03458,P002,C0337,2023-10-21,2,En ligne,Casablanca,2832
V03459,P013,C0812,2023-03-11,3,En ligne,Tanger,3174
V03460,P018,C0850,2023-11-20,3,En ligne,Agadir,2196
V03461,P020,C0339,2023-11-13,1,En ligne,Agadir,585
V03462,P001,C0879,2024-10-04,1,En ligne,Rabat,863
V03463,P013,C0486,2024-01-23,2,Magasin physique,Rabat,2116
V03464,P014,C0177,2024-02-03,2,Magasin physique,Agadir,892
V03465,P009,C0979,2023-09-12,3,Magasin physique,Agadir,1665
V03466,P009,C0055,2024-04-02,2,En ligne,Tanger,1110
V03467,P003,C0618,2023-05-08,2,En ligne,Meknès,982
V03468,P018,C0016,2023-03-31,1,Magasin physique,Fès,732
V03469,P020,C0151,2024-12-13,1,Magasin physique,Agadir,585
V03470,P018,C0396,2024-07-25,3,Magasin physique,Marrakech,2196
V03471,P020,C0314,2024-11-14,1,Magasin physique,Meknès,585
V03472,P019,C0137,2024-12-26,3,Magasin physique,Rabat,3966
V03473,P009,C0698,2023-12-17,2,En ligne,Agadir,1110
V03474,P013,C0038,2023-01-03,1,En ligne,Oujda,1058
V03475,P009,C0275,2024-04-25,1,En ligne,Fès,555
V03476,P018,C0232,2023-09-15,3,Magasin physique,Marrakech,2196
V03477,P017,C0244,2023-11-06,1,En ligne,Marrakech,365
V03478,P004,C0676,2024-01-22,3,Magasin physique,Casablanca,2121
V03479,P013,C0967,2024-06-18,1,En ligne,Marrakech,1058
V03480,P017,C0947,2024-06-21,3,En ligne,Fès,1095
V03481,P006,C0125,2023-08-20,1,En ligne,Rabat,1165
V03482,P001,C0236,2023-04-18,1,En ligne,Casablanca,863
V03483,P001,C0709,2024-08-03,1,Magasin physique,Meknès,863
V03484,P014,C0118,2023-09-05,2,En ligne,Casablanca,892
V03485,P017,C0612,2023-11-16,3,Magasin physique,Oujda,1095
V03486,P004,C0561,2024-06-04,1,En ligne,Agadir,707
V03487,P007,C0393,2024-01-16,2,En ligne,Agadir,1978
V03488,P002,C0241,2023-09-08,3,Magasin physique,Tanger,4248
V03489,P008,C0967,2024-03-22,3,En ligne,Casablanca,3012
V03490,P016,C0432,2023-05-21,2,En ligne,Fès,1928
V03491,P011,C0419,2023-06-04,2,Magasin physique,Rabat,1532
V03492,P002,C0204,2024-03-20,1,En ligne,Meknès,1416
V03493,P013,C0004,2023-08-22,1,Magasin physique,Agadir,1058
V03494,P011,C0603,2024-01-12,3,Magasin physique,Meknès,2298
V03495,P003,C0021,2023-09-23,2,En ligne,Oujda,982
V03496,P014,C0400,2024-06-02,3,Magasin physique,Agadir,1338
V03497,P003,C0014,2023-07-17,1,Magasin physique,Tanger,491
V03498,P010,C0726,2023-08-21,1,En ligne,Fès,1040
V03499,P010,C0828,2024-10-18,1,Magasin physique,Tanger,1040
V03500,P004,C0629,2024-09-09,2,Magasin physique,Meknès,1414
V03501,P002,C0630,2024-02-06,3,En ligne,Tanger,4248
